1,11,111,1111,1,"Hong Kong","Central and Western District","Central and Western District","Admiralty"
1,11,111,1112,1,"Hong Kong","Central and Western District","Central and Western District","Central"
1,11,111,1113,1,"Hong Kong","Central and Western District","Central and Western District","Central Soho"
1,11,111,1114,1,"Hong Kong","Central and Western District","Central and Western District","Kennedy Town"
1,11,111,1115,1,"Hong Kong","Central and Western District","Central and Western District","Mid-Levels"
1,11,111,1116,1,"Hong Kong","Central and Western District","Central and Western District","Sai Ying Pun"
1,11,111,1117,1,"Hong Kong","Central and Western District","Central and Western District","Shek Tong Tsui"
1,11,111,1118,1,"Hong Kong","Central and Western District","Central and Western District","Sheung Wan"
1,11,112,1119,1,"Hong Kong","Eastern District","Eastern District","Chai Wan"
1,11,112,1120,1,"Hong Kong","Eastern District","Eastern District","Fortress Hill"
1,11,112,1121,1,"Hong Kong","Eastern District","Eastern District","Heng Fa Chuen"
1,11,112,1122,1,"Hong Kong","Eastern District","Eastern District","North Point"
1,11,112,1123,1,"Hong Kong","Eastern District","Eastern District","Quarry Bay"
1,11,112,1124,1,"Hong Kong","Eastern District","Eastern District","Sai Wan Ho"
1,11,112,1125,1,"Hong Kong","Eastern District","Eastern District","Shau Kei Wan"
1,11,112,1126,1,"Hong Kong","Eastern District","Eastern District","Siu Sai Wan"
1,11,112,1127,1,"Hong Kong","Eastern District","Eastern District","Taikoo"
1,11,113,1128,1,"Hong Kong","Southern District","Southern District","Aberdeen"
1,11,113,1129,1,"Hong Kong","Southern District","Southern District","Ap Lei Chau"
1,11,113,1130,1,"Hong Kong","Southern District","Southern District","Pok Fu Lam"
1,11,113,1131,1,"Hong Kong","Southern District","Southern District","Stanley"
1,11,113,1132,1,"Hong Kong","Southern District","Southern District","Wong Chuk Hang"
1,11,114,1133,1,"Hong Kong","Wan Chai District","Wan Chai District","Causeway Bay"
1,11,114,1134,1,"Hong Kong","Wan Chai District","Wan Chai District","Happy Valley"
1,11,114,1135,1,"Hong Kong","Wan Chai District","Wan Chai District","Tai Hang"
